data,cnpj,Estabelecimento,nNF,tPag,Forma_Pagamento,tBand,vPag,vNF
2026-03-11,07843328000119,Matriz_Luminis,3449,03,Cartao_Credito,,3050.0,3050.0
2026-03-11,07843328000119,Matriz_Luminis,3450,03,Cartao_Credito,,1800.0,1800.0
2026-03-11,07843328000119,Matriz_Luminis,3451,20,20,,2290.0,2290.0
2026-03-11,07843328000119,Matriz_Luminis,3452,03,Cartao_Credito,,2790.0,2790.0
2026-03-18,07843328000119,Matriz_Luminis,3453,03,Cartao_Credito,,1890.0,1890.0
2026-03-18,07843328000119,Matriz_Luminis,3454,03,Cartao_Credito,,2550.0,2550.0
2026-03-18,07843328000119,Matriz_Luminis,3455,03,Cartao_Credito,,1890.0,1890.0
2026-03-18,07843328000119,Matriz_Luminis,3456,03,Cartao_Credito,,2550.0,2550.0
2026-03-18,07843328000119,Matriz_Luminis,3457,03,Cartao_Credito,,2150.0,2150.0
2026-03-18,07843328000119,Matriz_Luminis,3458,03,Cartao_Credito,,2150.0,2150.0
2026-03-18,07843328000119,Matriz_Luminis,3459,03,Cartao_Credito,,2880.0,2880.0
2026-03-18,07843328000119,Matriz_Luminis,3460,03,Cartao_Credito,,3100.0,3100.0
2026-03-18,07843328000119,Matriz_Luminis,3461,03,Cartao_Credito,,2100.0,2100.0
2026-03-25,07843328000119,Matriz_Luminis,3462,03,Cartao_Credito,,820.0,820.0
2026-03-25,07843328000119,Matriz_Luminis,3463,03,Cartao_Credito,,295.0,295.0
2026-03-25,07843328000119,Matriz_Luminis,3464,20,20,,2000.0,2000.0
2026-03-25,07843328000119,Matriz_Luminis,3465,20,20,,1000.0,1000.0
2026-03-25,07843328000119,Matriz_Luminis,3466,03,Cartao_Credito,,900.0,900.0
2026-03-25,07843328000119,Matriz_Luminis,3467,03,Cartao_Credito,,1700.0,1700.0
2026-03-25,07843328000119,Matriz_Luminis,3468,03,Cartao_Credito,,750.0,750.0
2026-03-25,07843328000119,Matriz_Luminis,3469,03,Cartao_Credito,,560.0,560.0
2026-03-25,07843328000119,Matriz_Luminis,3470,03,Cartao_Credito,,980.0,980.0
2026-03-25,07843328000119,Matriz_Luminis,3471,03,Cartao_Credito,,990.0,990.0
2026-03-25,07843328000119,Matriz_Luminis,3472,03,Cartao_Credito,,310.0,310.0
2026-03-25,07843328000119,Matriz_Luminis,3473,03,Cartao_Credito,,1150.0,1150.0
2026-03-25,07843328000119,Matriz_Luminis,3474,03,Cartao_Credito,,800.0,800.0
2026-03-25,07843328000119,Matriz_Luminis,3475,03,Cartao_Credito,,1620.0,1620.0
2026-03-25,07843328000119,Matriz_Luminis,3476,03,Cartao_Credito,,1300.0,1300.0
2026-03-26,07843328000119,Matriz_Luminis,3477,03,Cartao_Credito,,1600.0,1600.0
2026-03-26,07843328000119,Matriz_Luminis,3478,03,Cartao_Credito,,2870.0,2870.0
2026-03-26,07843328000119,Matriz_Luminis,3479,04,Cartao_Debito,,2900.0,2900.0
2026-03-26,07843328000119,Matriz_Luminis,3480,04,Cartao_Debito,,500.0,500.0
2026-03-26,07843328000119,Matriz_Luminis,3481,04,Cartao_Debito,,1510.0,1510.0
2026-03-26,07843328000119,Matriz_Luminis,3482,20,20,,50.0,650.0
2026-03-26,07843328000119,Matriz_Luminis,3482,03,Cartao_Credito,,600.0,650.0
2026-03-26,07843328000119,Matriz_Luminis,3483,03,Cartao_Credito,,1490.0,1490.0
2026-03-26,07843328000119,Matriz_Luminis,3484,03,Cartao_Credito,,500.0,500.0
2026-03-31,07843328000119,Matriz_Luminis,3485,03,Cartao_Credito,,2000.0,2000.0
2026-03-31,07843328000119,Matriz_Luminis,3486,03,Cartao_Credito,,2450.0,2450.0
2026-03-31,07843328000119,Matriz_Luminis,3487,03,Cartao_Credito,,1390.0,1390.0
2026-03-31,07843328000119,Matriz_Luminis,3488,20,20,,1000.0,1000.0
2026-03-31,07843328000119,Matriz_Luminis,3489,03,Cartao_Credito,,2000.0,2000.0
2026-03-09,18960845000194,Oticas_BH,10619,13,13,,3300.0,3300.0
2026-03-09,18960845000194,Oticas_BH,10620,03,Cartao_Credito,,1600.0,1600.0
2026-03-09,18960845000194,Oticas_BH,10621,03,Cartao_Credito,,1600.0,1600.0
2026-03-09,18960845000194,Oticas_BH,10622,03,Cartao_Credito,,1200.0,1200.0
2026-03-09,18960845000194,Oticas_BH,10623,03,Cartao_Credito,,950.0,950.0
2026-03-09,18960845000194,Oticas_BH,10624,13,13,,1000.0,3970.0
2026-03-09,18960845000194,Oticas_BH,10624,13,13,,2970.0,3970.0
2026-03-09,18960845000194,Oticas_BH,10625,03,Cartao_Credito,,1500.0,4400.0
2026-03-09,18960845000194,Oticas_BH,10625,04,Cartao_Debito,,2900.0,4400.0
2026-03-09,18960845000194,Oticas_BH,10626,13,13,,1800.0,1800.0
2026-03-09,18960845000194,Oticas_BH,10627,03,Cartao_Credito,,990.0,990.0
2026-03-09,18960845000194,Oticas_BH,10628,03,Cartao_Credito,,1100.0,1100.0
2026-03-09,18960845000194,Oticas_BH,10629,03,Cartao_Credito,,790.0,790.0
2026-03-09,18960845000194,Oticas_BH,10630,03,Cartao_Credito,,1100.0,1100.0
2026-03-09,18960845000194,Oticas_BH,10631,03,Cartao_Credito,,900.0,900.0
2026-03-09,18960845000194,Oticas_BH,10632,03,Cartao_Credito,,3130.0,3130.0
2026-03-12,18960845000194,Oticas_BH,10633,13,13,,200.0,450.0
2026-03-12,18960845000194,Oticas_BH,10633,03,Cartao_Credito,,250.0,450.0
2026-03-12,18960845000194,Oticas_BH,10634,03,Cartao_Credito,,3500.0,3500.0
2026-03-12,18960845000194,Oticas_BH,10635,13,13,,1500.0,1500.0
2026-03-12,18960845000194,Oticas_BH,10636,03,Cartao_Credito,,1550.0,1550.0
2026-03-12,18960845000194,Oticas_BH,10637,03,Cartao_Credito,,3400.0,3400.0
2026-03-12,18960845000194,Oticas_BH,10638,03,Cartao_Credito,,3850.0,3850.0
2026-03-12,18960845000194,Oticas_BH,10639,03,Cartao_Credito,,3400.0,3400.0
2026-03-12,18960845000194,Oticas_BH,10640,03,Cartao_Credito,,890.0,890.0
2026-03-12,18960845000194,Oticas_BH,10641,03,Cartao_Credito,,2890.0,2890.0
2026-03-16,18960845000194,Oticas_BH,10642,03,Cartao_Credito,,2400.0,2400.0
2026-03-16,18960845000194,Oticas_BH,10643,03,Cartao_Credito,,1880.0,1880.0
2026-03-16,18960845000194,Oticas_BH,10644,03,Cartao_Credito,,390.0,390.0
2026-03-16,18960845000194,Oticas_BH,10645,03,Cartao_Credito,,3070.0,3070.0
2026-03-16,18960845000194,Oticas_BH,10646,13,13,,1000.0,2600.0
2026-03-16,18960845000194,Oticas_BH,10646,03,Cartao_Credito,,1600.0,2600.0
2026-03-16,18960845000194,Oticas_BH,10647,03,Cartao_Credito,,1900.0,1900.0
2026-03-16,18960845000194,Oticas_BH,10648,03,Cartao_Credito,,2700.0,2700.0
2026-03-16,18960845000194,Oticas_BH,10649,13,13,,150.0,1200.0
2026-03-16,18960845000194,Oticas_BH,10649,03,Cartao_Credito,,1050.0,1200.0
2026-03-16,18960845000194,Oticas_BH,10650,03,Cartao_Credito,,3000.0,3000.0
2026-03-16,18960845000194,Oticas_BH,10651,04,Cartao_Debito,,990.0,990.0
2026-03-17,18960845000194,Oticas_BH,10652,04,Cartao_Debito,,1080.0,1080.0
2026-03-17,18960845000194,Oticas_BH,10653,04,Cartao_Debito,,1080.0,1080.0
2026-03-17,18960845000194,Oticas_BH,10654,03,Cartao_Credito,,1116.0,1116.0
2026-03-17,18960845000194,Oticas_BH,10655,03,Cartao_Credito,,590.0,590.0
2026-03-17,18960845000194,Oticas_BH,10656,03,Cartao_Credito,,990.0,990.0
2026-03-17,18960845000194,Oticas_BH,10657,13,13,,300.0,700.0
2026-03-17,18960845000194,Oticas_BH,10657,03,Cartao_Credito,,400.0,700.0
2026-03-17,18960845000194,Oticas_BH,10658,03,Cartao_Credito,,220.0,220.0
2026-03-17,18960845000194,Oticas_BH,10659,03,Cartao_Credito,,2400.0,2400.0
2026-03-18,18960845000194,Oticas_BH,10660,13,13,,180.0,1580.0
2026-03-18,18960845000194,Oticas_BH,10660,03,Cartao_Credito,,1400.0,1580.0
2026-03-20,18960845000194,Oticas_BH,10661,04,Cartao_Debito,,2000.0,5165.0
2026-03-20,18960845000194,Oticas_BH,10661,03,Cartao_Credito,,3165.0,5165.0
2026-03-20,18960845000194,Oticas_BH,10662,03,Cartao_Credito,,430.0,430.0
2026-03-20,18960845000194,Oticas_BH,10663,03,Cartao_Credito,,990.0,990.0
2026-03-20,18960845000194,Oticas_BH,10664,13,13,,1600.0,1600.0
2026-03-20,18960845000194,Oticas_BH,10665,03,Cartao_Credito,,3550.0,3550.0
2026-03-20,18960845000194,Oticas_BH,10666,03,Cartao_Credito,,11880.0,11880.0
2026-03-20,18960845000194,Oticas_BH,10667,03,Cartao_Credito,,1500.0,1500.0
2026-03-20,18960845000194,Oticas_BH,10669,03,Cartao_Credito,,3520.0,3520.0
2026-03-20,18960845000194,Oticas_BH,10670,03,Cartao_Credito,,1400.0,1400.0
2026-03-20,18960845000194,Oticas_BH,10671,03,Cartao_Credito,,3050.0,3050.0
2026-03-20,18960845000194,Oticas_BH,10672,13,13,,1000.0,4250.0
2026-03-20,18960845000194,Oticas_BH,10672,03,Cartao_Credito,,3250.0,4250.0
2026-03-20,18960845000194,Oticas_BH,10673,03,Cartao_Credito,,3040.0,3040.0
2026-03-20,18960845000194,Oticas_BH,10674,13,13,,1300.0,1300.0
2026-03-23,18960845000194,Oticas_BH,10675,03,Cartao_Credito,,700.0,700.0
2026-03-23,18960845000194,Oticas_BH,10676,03,Cartao_Credito,,1340.0,1340.0
2026-03-23,18960845000194,Oticas_BH,10677,03,Cartao_Credito,,1800.0,1800.0
2026-03-23,18960845000194,Oticas_BH,10678,04,Cartao_Debito,,1600.0,1600.0
2026-03-23,18960845000194,Oticas_BH,10679,13,13,,2000.0,5100.0
2026-03-23,18960845000194,Oticas_BH,10679,03,Cartao_Credito,,3100.0,5100.0
2026-03-23,18960845000194,Oticas_BH,10680,13,13,,700.0,700.0
2026-03-24,18960845000194,Oticas_BH,10681,03,Cartao_Credito,,2190.0,2190.0
2026-03-25,18960845000194,Oticas_BH,10682,04,Cartao_Debito,,720.0,1800.0
2026-03-25,18960845000194,Oticas_BH,10682,03,Cartao_Credito,,1080.0,1800.0
2026-03-25,18960845000194,Oticas_BH,10683,04,Cartao_Debito,,1900.0,1900.0
2026-03-26,18960845000194,Oticas_BH,10684,03,Cartao_Credito,,560.0,560.0
2026-03-26,18960845000194,Oticas_BH,10685,03,Cartao_Credito,,400.0,400.0
2026-03-26,18960845000194,Oticas_BH,10686,03,Cartao_Credito,,800.0,800.0
2026-03-26,18960845000194,Oticas_BH,10687,13,13,,1638.0,1638.0
2026-03-26,18960845000194,Oticas_BH,10688,03,Cartao_Credito,,1290.0,1290.0
2026-03-26,18960845000194,Oticas_BH,10689,13,13,,4920.0,4920.0
2026-03-26,18960845000194,Oticas_BH,10690,03,Cartao_Credito,,250.0,250.0
2026-03-31,18960845000194,Oticas_BH,10691,04,Cartao_Debito,,3700.0,3700.0
2026-03-31,18960845000194,Oticas_BH,10692,03,Cartao_Credito,,2100.0,2100.0
2026-03-31,18960845000194,Oticas_BH,10693,03,Cartao_Credito,,2200.0,2200.0
2026-03-31,18960845000194,Oticas_BH,10694,04,Cartao_Debito,,2826.0,2826.0
2026-03-31,18960845000194,Oticas_BH,10695,04,Cartao_Debito,,3900.0,3900.0
2026-03-31,18960845000194,Oticas_BH,10696,03,Cartao_Credito,,2290.0,2290.0
2026-03-31,18960845000194,Oticas_BH,10697,04,Cartao_Debito,,304.0,790.0
2026-03-31,18960845000194,Oticas_BH,10697,03,Cartao_Credito,,486.0,790.0
2026-03-31,18960845000194,Oticas_BH,10698,03,Cartao_Credito,,1600.0,1800.0
2026-03-31,18960845000194,Oticas_BH,10698,04,Cartao_Debito,,200.0,1800.0
2026-03-31,18960845000194,Oticas_BH,10699,13,13,,300.0,800.0
2026-03-31,18960845000194,Oticas_BH,10699,03,Cartao_Credito,,200.0,800.0
2026-03-31,18960845000194,Oticas_BH,10699,13,13,,300.0,800.0
2026-03-31,18960845000194,Oticas_BH,10700,13,13,,1600.0,1600.0
2026-03-31,18960845000194,Oticas_BH,10701,13,13,,105.0,200.0
2026-03-31,18960845000194,Oticas_BH,10701,04,Cartao_Debito,,25.0,200.0
2026-03-31,18960845000194,Oticas_BH,10701,13,13,,70.0,200.0
2026-03-31,18960845000194,Oticas_BH,10702,13,13,,1000.0,1000.0
2026-03-31,18960845000194,Oticas_BH,10703,13,13,,2000.0,2000.0
2026-03-31,18960845000194,Oticas_BH,10704,03,Cartao_Credito,,500.0,500.0
2026-03-31,18960845000194,Oticas_BH,10705,03,Cartao_Credito,,1900.0,1900.0
2026-03-31,18960845000194,Oticas_BH,10706,13,13,,1500.0,1500.0
2026-04-02,07843328000208,Filial_Proview,6323,17,PIX,,1470.0,2970.0
2026-04-02,07843328000208,Filial_Proview,6323,03,Cartao_Credito,,1500.0,2970.0
2026-04-09,07843328000208,Filial_Proview,6324,03,Cartao_Credito,,1750.0,1750.0
2026-04-09,07843328000208,Filial_Proview,6325,03,Cartao_Credito,,3600.0,3600.0
2026-04-09,07843328000208,Filial_Proview,6326,03,Cartao_Credito,,3300.0,3300.0
2026-04-09,07843328000208,Filial_Proview,6328,03,Cartao_Credito,,1900.0,1900.0
2026-04-17,07843328000208,Filial_Proview,6330,03,Cartao_Credito,,3450.0,3450.0
2026-04-20,07843328000208,Filial_Proview,6331,03,Cartao_Credito,,18790.0,18790.0
2026-04-20,07843328000208,Filial_Proview,6332,03,Cartao_Credito,,18790.0,18790.0
2026-04-20,07843328000208,Filial_Proview,6333,03,Cartao_Credito,,1400.0,1400.0
2026-04-20,07843328000208,Filial_Proview,6334,03,Cartao_Credito,,1400.0,1400.0
2026-04-22,07843328000208,Filial_Proview,6335,17,PIX,,1900.0,1900.0
2026-04-22,07843328000208,Filial_Proview,6336,17,PIX,,1900.0,1900.0
2026-04-24,07843328000208,Filial_Proview,6337,03,Cartao_Credito,,8690.0,8690.0
2026-04-24,07843328000208,Filial_Proview,6338,03,Cartao_Credito,,8690.0,8690.0
2026-04-27,07843328000208,Filial_Proview,6339,03,Cartao_Credito,,3900.0,3900.0
2026-04-27,07843328000208,Filial_Proview,6340,03,Cartao_Credito,,3900.0,3900.0
2026-04-28,07843328000208,Filial_Proview,6341,03,Cartao_Credito,,1400.0,1400.0
2026-04-28,07843328000208,Filial_Proview,6342,03,Cartao_Credito,,1400.0,1400.0
2026-04-28,07843328000208,Filial_Proview,6343,04,Cartao_Debito,,600.0,600.0
2026-04-28,07843328000208,Filial_Proview,6344,04,Cartao_Debito,,600.0,600.0
2026-04-28,07843328000208,Filial_Proview,6345,03,Cartao_Credito,,2000.0,2000.0
2026-04-28,07843328000208,Filial_Proview,6346,03,Cartao_Credito,,2000.0,2000.0
2026-04-28,07843328000208,Filial_Proview,6347,03,Cartao_Credito,,870.0,870.0
2026-04-28,07843328000208,Filial_Proview,6348,03,Cartao_Credito,,870.0,870.0
2026-04-28,07843328000208,Filial_Proview,6349,03,Cartao_Credito,,2600.0,2600.0
2026-04-28,07843328000208,Filial_Proview,6350,03,Cartao_Credito,,2600.0,2600.0
2026-04-28,07843328000208,Filial_Proview,6351,03,Cartao_Credito,,1100.0,1100.0
2026-04-28,07843328000208,Filial_Proview,6352,03,Cartao_Credito,,1100.0,1100.0
2026-04-28,07843328000208,Filial_Proview,6353,03,Cartao_Credito,,1300.0,1300.0
2026-04-28,07843328000208,Filial_Proview,6354,03,Cartao_Credito,,1300.0,1300.0
2026-04-28,07843328000208,Filial_Proview,6355,03,Cartao_Credito,,500.0,500.0
2026-04-28,07843328000208,Filial_Proview,6356,03,Cartao_Credito,,500.0,500.0
2026-04-28,07843328000208,Filial_Proview,6358,03,Cartao_Credito,,600.0,600.0
2026-04-29,07843328000208,Filial_Proview,6359,03,Cartao_Credito,,1750.0,1750.0
2026-04-29,07843328000208,Filial_Proview,6360,03,Cartao_Credito,,1750.0,1750.0
2026-04-29,07843328000208,Filial_Proview,6361,03,Cartao_Credito,,2300.0,2300.0
2026-04-29,07843328000208,Filial_Proview,6362,03,Cartao_Credito,,2300.0,2300.0
2026-04-29,07843328000208,Filial_Proview,6363,03,Cartao_Credito,,1500.0,1500.0
2026-04-29,07843328000208,Filial_Proview,6364,03,Cartao_Credito,,1500.0,1500.0
2026-04-29,07843328000208,Filial_Proview,6365,03,Cartao_Credito,,1400.0,1400.0
2026-04-29,07843328000208,Filial_Proview,6366,03,Cartao_Credito,,1400.0,1400.0
2026-04-29,07843328000208,Filial_Proview,6367,03,Cartao_Credito,,1100.0,1100.0
2026-04-29,07843328000208,Filial_Proview,6368,03,Cartao_Credito,,1100.0,1100.0
2026-04-29,07843328000208,Filial_Proview,6369,03,Cartao_Credito,,2780.0,2780.0
2026-04-29,07843328000208,Filial_Proview,6370,03,Cartao_Credito,,2780.0,2780.0
2026-04-30,07843328000208,Filial_Proview,6373,03,Cartao_Credito,,6590.0,6590.0
2026-04-30,07843328000208,Filial_Proview,6374,03,Cartao_Credito,,6590.0,6590.0
2026-04-30,07843328000208,Filial_Proview,6375,03,Cartao_Credito,,1790.0,1790.0
2026-04-30,07843328000208,Filial_Proview,6376,03,Cartao_Credito,,1790.0,1790.0
2026-04-02,18960845000194,Oticas_BH,10707,13,13,,3200.0,3200.0
2026-04-07,18960845000194,Oticas_BH,10708,03,Cartao_Credito,,1600.0,1600.0
2026-04-07,18960845000194,Oticas_BH,10709,13,13,,400.0,1400.0
2026-04-07,18960845000194,Oticas_BH,10709,03,Cartao_Credito,,1000.0,1400.0
2026-04-07,18960845000194,Oticas_BH,10710,03,Cartao_Credito,,750.0,750.0
2026-04-07,18960845000194,Oticas_BH,10711,03,Cartao_Credito,,3230.0,3230.0
2026-04-07,18960845000194,Oticas_BH,10712,13,13,,3000.0,3000.0
2026-04-07,18960845000194,Oticas_BH,10713,03,Cartao_Credito,,1000.0,1000.0
2026-04-07,18960845000194,Oticas_BH,10714,13,13,,3960.0,6960.0
2026-04-07,18960845000194,Oticas_BH,10714,03,Cartao_Credito,,3000.0,6960.0
2026-04-07,18960845000194,Oticas_BH,10715,03,Cartao_Credito,,2950.0,2950.0
2026-04-09,18960845000194,Oticas_BH,10716,13,13,,5350.0,5350.0
2026-04-09,18960845000194,Oticas_BH,10717,03,Cartao_Credito,,1400.0,1400.0
2026-04-09,18960845000194,Oticas_BH,10718,03,Cartao_Credito,,1250.0,1250.0
2026-04-09,18960845000194,Oticas_BH,10720,03,Cartao_Credito,,2580.0,2580.0
2026-04-09,18960845000194,Oticas_BH,10722,01,Dinheiro,,500.0,500.0
2026-04-10,18960845000194,Oticas_BH,10723,13,13,,1450.0,1450.0
2026-04-10,18960845000194,Oticas_BH,10724,03,Cartao_Credito,,1880.0,1880.0
2026-04-10,18960845000194,Oticas_BH,10725,03,Cartao_Credito,,1900.0,1900.0
2026-04-10,18960845000194,Oticas_BH,10726,03,Cartao_Credito,,2590.0,2590.0
2026-04-13,18960845000194,Oticas_BH,10727,13,13,,5900.0,5900.0
2026-04-13,18960845000194,Oticas_BH,10728,03,Cartao_Credito,,1100.0,1100.0
2026-04-13,18960845000194,Oticas_BH,10729,03,Cartao_Credito,,800.0,800.0
2026-04-13,18960845000194,Oticas_BH,10730,03,Cartao_Credito,,2255.0,2555.0
2026-04-13,18960845000194,Oticas_BH,10730,04,Cartao_Debito,,300.0,2555.0
2026-04-17,18960845000194,Oticas_BH,10732,03,Cartao_Credito,,700.0,700.0
2026-04-20,18960845000194,Oticas_BH,10733,03,Cartao_Credito,,1953.0,1953.0
2026-04-20,18960845000194,Oticas_BH,10734,03,Cartao_Credito,,1260.0,1260.0
2026-04-20,18960845000194,Oticas_BH,10735,03,Cartao_Credito,,2340.0,2340.0
2026-04-20,18960845000194,Oticas_BH,10736,03,Cartao_Credito,,2960.0,2960.0
2026-04-20,18960845000194,Oticas_BH,10737,03,Cartao_Credito,,1700.0,1700.0
2026-04-20,18960845000194,Oticas_BH,10738,03,Cartao_Credito,,2850.0,2850.0
2026-04-20,18960845000194,Oticas_BH,10739,03,Cartao_Credito,,2100.0,2100.0
2026-04-20,18960845000194,Oticas_BH,10740,13,13,,200.0,700.0
2026-04-20,18960845000194,Oticas_BH,10740,03,Cartao_Credito,,500.0,700.0
2026-04-20,18960845000194,Oticas_BH,10741,03,Cartao_Credito,,220.0,220.0
2026-04-20,18960845000194,Oticas_BH,10742,13,13,,1450.0,1450.0
2026-04-22,18960845000194,Oticas_BH,10745,03,Cartao_Credito,,200.0,200.0
2026-04-22,18960845000194,Oticas_BH,10746,13,13,,1620.0,1620.0
2026-04-22,18960845000194,Oticas_BH,10747,13,13,,1600.0,1600.0
2026-04-22,18960845000194,Oticas_BH,10748,03,Cartao_Credito,,450.0,450.0
2026-04-22,18960845000194,Oticas_BH,10749,03,Cartao_Credito,,1260.0,1260.0
2026-04-22,18960845000194,Oticas_BH,10750,03,Cartao_Credito,,450.0,450.0
2026-04-22,18960845000194,Oticas_BH,10751,13,13,,1300.0,1300.0
2026-04-23,18960845000194,Oticas_BH,10752,03,Cartao_Credito,,1800.0,1800.0
2026-04-23,18960845000194,Oticas_BH,10753,03,Cartao_Credito,,3490.0,3490.0
2026-04-23,18960845000194,Oticas_BH,10754,03,Cartao_Credito,,4290.0,4290.0
2026-04-23,18960845000194,Oticas_BH,10755,03,Cartao_Credito,,2900.0,2900.0
2026-04-23,18960845000194,Oticas_BH,10756,13,13,,450.0,1000.0
2026-04-23,18960845000194,Oticas_BH,10756,03,Cartao_Credito,,550.0,1000.0
2026-04-23,18960845000194,Oticas_BH,10757,03,Cartao_Credito,,2962.0,2962.0
2026-04-23,18960845000194,Oticas_BH,10758,04,Cartao_Debito,,350.0,350.0
2026-04-24,18960845000194,Oticas_BH,10759,03,Cartao_Credito,,1380.0,1380.0
2026-04-24,18960845000194,Oticas_BH,10760,03,Cartao_Credito,,1460.0,1460.0
2026-04-24,18960845000194,Oticas_BH,10761,03,Cartao_Credito,,1476.0,1476.0
2026-04-27,18960845000194,Oticas_BH,10762,03,Cartao_Credito,,2190.0,2190.0
2026-04-27,18960845000194,Oticas_BH,10763,03,Cartao_Credito,,2190.0,2190.0
2026-04-27,18960845000194,Oticas_BH,10764,03,Cartao_Credito,,2300.0,2300.0
2026-04-27,18960845000194,Oticas_BH,10765,03,Cartao_Credito,,2000.0,2000.0
2026-04-27,18960845000194,Oticas_BH,10766,04,Cartao_Debito,,450.0,450.0
2026-04-27,18960845000194,Oticas_BH,10767,03,Cartao_Credito,,3690.0,3690.0
2026-04-27,18960845000194,Oticas_BH,10768,13,13,,990.0,990.0
2026-04-27,18960845000194,Oticas_BH,10769,04,Cartao_Debito,,2930.0,2930.0
2026-04-27,18960845000194,Oticas_BH,10770,04,Cartao_Debito,,360.0,720.0
2026-04-27,18960845000194,Oticas_BH,10770,13,13,,360.0,720.0
2026-04-28,18960845000194,Oticas_BH,10772,13,13,,710.0,710.0
2026-04-28,18960845000194,Oticas_BH,10774,03,Cartao_Credito,,450.0,450.0
2026-04-28,18960845000194,Oticas_BH,10775,13,13,,1000.0,2760.0
2026-04-28,18960845000194,Oticas_BH,10775,03,Cartao_Credito,,1760.0,2760.0
2026-04-29,18960845000194,Oticas_BH,10776,04,Cartao_Debito,,690.0,2690.0
2026-04-29,18960845000194,Oticas_BH,10776,03,Cartao_Credito,,2000.0,2690.0
2026-04-29,18960845000194,Oticas_BH,10777,03,Cartao_Credito,,450.0,450.0
2026-04-29,18960845000194,Oticas_BH,10778,03,Cartao_Credito,,900.0,900.0
2026-04-29,18960845000194,Oticas_BH,10779,13,13,,3000.0,3000.0
2026-04-29,18960845000194,Oticas_BH,10780,03,Cartao_Credito,,3000.0,3000.0
2026-04-30,18960845000194,Oticas_BH,10781,03,Cartao_Credito,,4300.0,4300.0
2026-04-30,18960845000194,Oticas_BH,10782,03,Cartao_Credito,,3300.0,3300.0
2026-04-30,18960845000194,Oticas_BH,10783,13,13,,2690.0,2690.0
2026-04-30,18960845000194,Oticas_BH,10784,03,Cartao_Credito,,3000.0,3000.0
2026-04-30,18960845000194,Oticas_BH,10785,04,Cartao_Debito,,2100.0,2100.0
2026-04-30,18960845000194,Oticas_BH,10786,03,Cartao_Credito,,1500.0,1500.0
2026-04-30,18960845000194,Oticas_BH,10788,03,Cartao_Credito,,560.0,560.0
2026-04-09,07843328000119,Matriz_Luminis,3491,03,Cartao_Credito,,2350.0,2350.0
2026-04-10,07843328000119,Matriz_Luminis,3492,03,Cartao_Credito,,1970.0,1970.0
2026-04-10,07843328000119,Matriz_Luminis,3493,04,Cartao_Debito,,700.0,700.0
2026-04-10,07843328000119,Matriz_Luminis,3494,03,Cartao_Credito,,150.0,150.0
2026-04-10,07843328000119,Matriz_Luminis,3495,20,20,,1039.0,1039.0
2026-04-10,07843328000119,Matriz_Luminis,3496,03,Cartao_Credito,,80.0,80.0
2026-04-29,07843328000119,Matriz_Luminis,3497,20,20,,1630.0,1630.0
2026-04-29,07843328000119,Matriz_Luminis,3498,03,Cartao_Credito,,3200.0,3200.0
2026-04-29,07843328000119,Matriz_Luminis,3499,03,Cartao_Credito,,1800.0,1800.0
2026-04-29,07843328000119,Matriz_Luminis,3500,03,Cartao_Credito,,800.0,800.0
2026-04-29,07843328000119,Matriz_Luminis,3501,03,Cartao_Credito,,2300.0,2300.0
2026-04-29,07843328000119,Matriz_Luminis,3502,20,20,,2000.0,2000.0
2026-04-29,07843328000119,Matriz_Luminis,3504,03,Cartao_Credito,,1100.0,1100.0
2026-04-29,07843328000119,Matriz_Luminis,3505,04,Cartao_Debito,,300.0,800.0
2026-04-29,07843328000119,Matriz_Luminis,3505,03,Cartao_Credito,,500.0,800.0
2026-04-29,07843328000119,Matriz_Luminis,3506,04,Cartao_Debito,,100.0,100.0
2026-04-29,07843328000119,Matriz_Luminis,3507,03,Cartao_Credito,,500.0,500.0
2026-04-29,07843328000119,Matriz_Luminis,3508,04,Cartao_Debito,,50.0,50.0
2026-04-29,07843328000119,Matriz_Luminis,3509,20,20,,50.0,50.0
2026-04-30,07843328000119,Matriz_Luminis,3510,20,20,,466.67,466.67
2026-04-30,07843328000119,Matriz_Luminis,3511,03,Cartao_Credito,,1750.0,1750.0
2026-04-30,07843328000119,Matriz_Luminis,3512,20,20,,466.67,466.67
2026-05-18,07843328000208,Filial_Proview,6377,03,Cartao_Credito,,3290.0,3290.0
2026-05-18,07843328000208,Filial_Proview,6378,03,Cartao_Credito,,2389.0,2389.0
2026-05-18,07843328000208,Filial_Proview,6379,03,Cartao_Credito,,1500.0,1500.0
2026-05-18,07843328000208,Filial_Proview,6380,03,Cartao_Credito,,3995.0,3995.0
2026-05-18,07843328000208,Filial_Proview,6381,03,Cartao_Credito,,3890.0,3890.0
2026-05-19,07843328000208,Filial_Proview,6382,04,Cartao_Debito,,200.0,200.0
2026-05-19,07843328000208,Filial_Proview,6383,03,Cartao_Credito,,270.0,270.0
2026-05-19,07843328000208,Filial_Proview,6384,03,Cartao_Credito,,450.0,450.0
2026-05-19,07843328000208,Filial_Proview,6385,03,Cartao_Credito,,450.0,450.0
2026-05-19,07843328000208,Filial_Proview,6386,03,Cartao_Credito,,450.0,450.0
2026-05-19,07843328000208,Filial_Proview,6387,03,Cartao_Credito,,900.0,900.0
2026-05-19,07843328000208,Filial_Proview,6388,03,Cartao_Credito,,2800.0,2800.0
2026-05-19,07843328000208,Filial_Proview,6389,03,Cartao_Credito,,1300.0,1300.0
